,mRNA,methylation,miRNA,VCDN,VCDN
68,0.021011365577578545,0.02020755410194397,0.013078545220196247,0.26725462079048157,0.26725462079048157
69,0.020611723884940147,0.01945110596716404,0.013111982494592667,0.2653936743736267,0.2653936743736267
70,0.020679205656051636,0.019488627091050148,0.012891440652310848,0.26286956667900085,0.26286956667900085
71,0.020271051675081253,0.019020766019821167,0.012763927690684795,0.2615410387516022,0.2615410387516022
72,0.020222008228302002,0.01910603977739811,0.012859424576163292,0.2598804533481598,0.2598804533481598
73,0.020289769396185875,0.019165746867656708,0.012626702897250652,0.25747033953666687,0.25747033953666687
74,0.0201613400131464,0.018265491351485252,0.012483366765081882,0.25517478585243225,0.25517478585243225
75,0.01960858143866062,0.01852191984653473,0.012464091181755066,0.25327369570732117,0.25327369570732117
76,0.019207308068871498,0.01837395317852497,0.012287301011383533,0.25108999013900757,0.25108999013900757
77,0.01867363601922989,0.01818852499127388,0.012219448573887348,0.24914030730724335,0.24914030730724335
78,0.018966877833008766,0.01852400414645672,0.011957164853811264,0.24672235548496246,0.24672235548496246
79,0.018823908641934395,0.017963828518986702,0.012085980735719204,0.24521808326244354,0.24521808326244354
80,0.018688209354877472,0.017670828849077225,0.011835414916276932,0.242509126663208,0.242509126663208
81,0.01797681301832199,0.017421798780560493,0.0118000702932477,0.24035006761550903,0.24035006761550903
82,0.01807164028286934,0.01745358109474182,0.011732898652553558,0.23786945641040802,0.23786945641040802
83,0.01838557980954647,0.017060598358511925,0.011970334686338902,0.23550079762935638,0.23550079762935638
84,0.018164122477173805,0.016900189220905304,0.011545373126864433,0.23358629643917084,0.23358629643917084
85,0.017916394397616386,0.017438890412449837,0.011510996147990227,0.23127663135528564,0.23127663135528564
86,0.017580341547727585,0.01681514084339142,0.011423383839428425,0.22906394302845,0.22906394302845
87,0.01736273430287838,0.016917552798986435,0.011453037150204182,0.22659936547279358,0.22659936547279358
88,0.01730421744287014,0.01638500578701496,0.011278062127530575,0.2241266518831253,0.2241266518831253
89,0.017394812777638435,0.01681700348854065,0.011305104941129684,0.22264210879802704,0.22264210879802704
90,0.017284763976931572,0.01640780083835125,0.011112283915281296,0.21981912851333618,0.21981912851333618
91,0.017067784443497658,0.016602257266640663,0.011064404621720314,0.21708032488822937,0.21708032488822937
92,0.017219336703419685,0.016002915799617767,0.011017782613635063,0.21526147425174713,0.21526147425174713
93,0.017337802797555923,0.01595042273402214,0.011116305366158485,0.21178071200847626,0.21178071200847626
94,0.017530079931020737,0.016004757955670357,0.010799920186400414,0.21074634790420532,0.21074634790420532
95,0.017934465780854225,0.01546348724514246,0.010864989832043648,0.20697428286075592,0.20697428286075592
96,0.017246384173631668,0.015866102650761604,0.010736863128840923,0.2036098688840866,0.2036098688840866
97,0.016260933130979538,0.01591869629919529,0.01081064809113741,0.20172831416130066,0.20172831416130066
98,0.017182888463139534,0.01580861583352089,0.01063993014395237,0.1999475210905075,0.1999475210905075
99,0.01741308905184269,0.0155563335865736,0.010629788041114807,0.1969263106584549,0.1969263106584549
100,0.01643257401883602,0.015303125604987144,0.010633698664605618,0.19561387598514557,0.19561387598514557
101,0.016113661229610443,0.015244725160300732,0.010423208586871624,0.19262513518333435,0.19262513518333435
102,0.016606414690613747,0.015220426954329014,0.010464319959282875,0.19022157788276672,0.19022157788276672
103,0.01596912182867527,0.01551713328808546,0.010337796062231064,0.18836066126823425,0.18836066126823425
104,0.01593441516160965,0.015253500081598759,0.010310866869986057,0.18610039353370667,0.18610039353370667
105,0.0163433700799942,0.015027527697384357,0.010206879116594791,0.18352767825126648,0.18352767825126648
106,0.015748394653201103,0.01463885698467493,0.01009171362966299,0.18151335418224335,0.18151335418224335
107,0.015845419839024544,0.014803686179220676,0.010217751376330853,0.17809906601905823,0.17809906601905823
108,0.016518142074346542,0.01476767286658287,0.010130230337381363,0.17589214444160461,0.17589214444160461
109,0.015786653384566307,0.014485051855444908,0.010179596021771431,0.17326173186302185,0.17326173186302185
110,0.015504823997616768,0.014675365760922432,0.009982718154788017,0.17106230556964874,0.17106230556964874
111,0.016089167445898056,0.01456123124808073,0.00985569879412651,0.16916975378990173,0.16916975378990173
112,0.015415049158036709,0.014326732605695724,0.009982103481888771,0.16645772755146027,0.16645772755146027
113,0.015412981621921062,0.014404728077352047,0.009749725461006165,0.16394490003585815,0.16394490003585815
114,0.0150914853438735,0.014135917648673058,0.009699390269815922,0.16134727001190186,0.16134727001190186
115,0.014844070188701153,0.013739490881562233,0.009765765629708767,0.1601698100566864,0.1601698100566864
116,0.01516630221158266,0.014263486489653587,0.009518403559923172,0.1567995697259903,0.1567995697259903
117,0.014979603700339794,0.013821803964674473,0.009738515131175518,0.153642937541008,0.153642937541008
118,0.014346836134791374,0.013954149559140205,0.009474432095885277,0.15115110576152802,0.15115110576152802
119,0.014827433042228222,0.014262423850595951,0.009619243443012238,0.14932923018932343,0.14932923018932343
120,0.01483556255698204,0.014307497069239616,0.00959942489862442,0.1487131118774414,0.1487131118774414
121,0.014229302294552326,0.014101791195571423,0.009373386390507221,0.145694762468338,0.145694762468338
122,0.014483592472970486,0.014769021421670914,0.00930166244506836,0.14506582915782928,0.14506582915782928
123,0.014052479527890682,0.0145493783056736,0.009394005872309208,0.1413971483707428,0.1413971483707428
124,0.01357343140989542,0.013794384896755219,0.009297322481870651,0.14060057699680328,0.14060057699680328
125,0.014293094165623188,0.013323601335287094,0.009066707454621792,0.13783219456672668,0.13783219456672668
126,0.013647717423737049,0.013510974124073982,0.009261048398911953,0.13427166640758514,0.13427166640758514
127,0.013886536471545696,0.013632573187351227,0.009097571484744549,0.13272690773010254,0.13272690773010254
128,0.01347804069519043,0.013596223667263985,0.008880003355443478,0.129723459482193,0.129723459482193
129,0.01374550350010395,0.013483311980962753,0.009064162150025368,0.1298937201499939,0.1298937201499939
130,0.013390815816819668,0.013032976537942886,0.009013094007968903,0.12730321288108826,0.12730321288108826
131,0.013754026964306831,0.013044048100709915,0.00872811023145914,0.12451530992984772,0.12451530992984772
132,0.013665970414876938,0.01347226183861494,0.008957171812653542,0.1231456995010376,0.1231456995010376
133,0.01340086106210947,0.013525620102882385,0.0089546088129282,0.12286731600761414,0.12286731600761414
134,0.013187355361878872,0.01340396422892809,0.008928394876420498,0.12025818228721619,0.12025818228721619
135,0.01294664852321148,0.013232309371232986,0.008702568709850311,0.118042953312397,0.118042953312397
136,0.013159223832190037,0.012759152799844742,0.008743281476199627,0.11692237108945847,0.11692237108945847
137,0.01305327843874693,0.012822778895497322,0.008559868671000004,0.11598650366067886,0.11598650366067886
138,0.013184337876737118,0.012990878894925117,0.008704607374966145,0.11443696916103363,0.11443696916103363
139,0.013551279902458191,0.012844708748161793,0.008642744272947311,0.11248449236154556,0.11248449236154556
140,0.013824492692947388,0.012661736458539963,0.008714146912097931,0.11129206418991089,0.11129206418991089
141,0.013323143124580383,0.012513196095824242,0.008554521948099136,0.11022800207138062,0.11022800207138062
142,0.013156183063983917,0.013287792913615704,0.008523632772266865,0.1081307977437973,0.1081307977437973
143,0.012900518253445625,0.012935122475028038,0.008383124135434628,0.10593174397945404,0.10593174397945404
144,0.012273568660020828,0.012394562363624573,0.008502259850502014,0.10582537949085236,0.10582537949085236
145,0.012504013255238533,0.01232097763568163,0.008298134431242943,0.10335931926965714,0.10335931926965714
146,0.012819287367165089,0.012417763471603394,0.008426721207797527,0.1016334593296051,0.1016334593296051
147,0.012938645668327808,0.012620820663869381,0.008323158137500286,0.10022687911987305,0.10022687911987305
148,0.012394960969686508,0.012518295086920261,0.008232894353568554,0.09886477887630463,0.09886477887630463
149,0.012082046829164028,0.012601485475897789,0.008398842066526413,0.09811803698539734,0.09811803698539734
150,0.012351222336292267,0.01317179948091507,0.008333670906722546,0.09583782404661179,0.09583782404661179
151,0.012836000882089138,0.012637559324502945,0.008202141150832176,0.09656503796577454,0.09656503796577454
152,0.013105317950248718,0.012824918143451214,0.008126960135996342,0.0936339870095253,0.0936339870095253
153,0.013528993353247643,0.012194933369755745,0.008033419027924538,0.09298007935285568,0.09298007935285568
154,0.012256522662937641,0.012363755144178867,0.008191647939383984,0.0918271392583847,0.0918271392583847
155,0.012137523852288723,0.012448307126760483,0.007968158461153507,0.09125998616218567,0.09125998616218567
156,0.01283098291605711,0.012541704811155796,0.007954442873597145,0.0900082066655159,0.0900082066655159
157,0.0124003104865551,0.012030328623950481,0.00795806385576725,0.08850768208503723,0.08850768208503723
158,0.011953403241932392,0.011733285151422024,0.008078554645180702,0.08733797073364258,0.08733797073364258
159,0.011662791483104229,0.01230441965162754,0.007982698269188404,0.0865621492266655,0.0865621492266655
160,0.01184538658708334,0.012012217193841934,0.007937043905258179,0.08428119868040085,0.08428119868040085
161,0.012085395865142345,0.011366356164216995,0.007818485610187054,0.08330360800027847,0.08330360800027847
162,0.012252495624125004,0.011788918636739254,0.007932106964290142,0.08265093713998795,0.08265093713998795
163,0.011027264408767223,0.011830229312181473,0.007773705292493105,0.08116969466209412,0.08116969466209412
164,0.011164042167365551,0.01172558218240738,0.0077600134536623955,0.08113802224397659,0.08113802224397659
165,0.011848603375256062,0.01136164553463459,0.0077480715699493885,0.07881291955709457,0.07881291955709457
166,0.011873877607285976,0.011351068504154682,0.007729286793619394,0.07832550257444382,0.07832550257444382
167,0.01131176296621561,0.011342739686369896,0.007640284951776266,0.07744010537862778,0.07744010537862778
168,0.011073187924921513,0.011356191709637642,0.007682594936341047,0.07531315088272095,0.07531315088272095
169,0.011016628704965115,0.01151498407125473,0.007430362049490213,0.07527835667133331,0.07527835667133331
170,0.011147026903927326,0.011353207752108574,0.007671857252717018,0.07326484471559525,0.07326484471559525
171,0.01137444470077753,0.01148263644427061,0.00766485370695591,0.0725015327334404,0.0725015327334404
172,0.011128357611596584,0.011434724554419518,0.007481683976948261,0.07238052040338516,0.07238052040338516
173,0.010991735383868217,0.011538999155163765,0.007572738453745842,0.07081849873065948,0.07081849873065948
174,0.010749087668955326,0.011380971409380436,0.007511083502322435,0.06930549442768097,0.06930549442768097
175,0.010805719532072544,0.011370088905096054,0.0074298870749771595,0.07070411741733551,0.07070411741733551
176,0.01052654255181551,0.011361298151314259,0.007583750877529383,0.06927207857370377,0.06927207857370377
177,0.010817054659128189,0.011307163164019585,0.007432242389768362,0.06773099303245544,0.06773099303245544
178,0.010883770883083344,0.011106004007160664,0.007452300284057856,0.06640072166919708,0.06640072166919708
179,0.010324646718800068,0.011122237890958786,0.007450776174664497,0.06601287424564362,0.06601287424564362
180,0.010581402108073235,0.01125734020024538,0.007410149089992046,0.06586027890443802,0.06586027890443802
181,0.010576770640909672,0.011043014004826546,0.007325011771172285,0.06465958058834076,0.06465958058834076
182,0.010703520849347115,0.010823222808539867,0.007334571797400713,0.06363590061664581,0.06363590061664581
183,0.010535202920436859,0.010561109520494938,0.0073114605620503426,0.0636611059308052,0.0636611059308052
184,0.010672659613192081,0.010696281678974628,0.007294247858226299,0.06292718648910522,0.06292718648910522
185,0.011481511406600475,0.010796351358294487,0.0072065978311002254,0.06317289173603058,0.06317289173603058
186,0.012277706526219845,0.010963739827275276,0.007248211652040482,0.0633050799369812,0.0633050799369812
187,0.013773459941148758,0.01132327038794756,0.0071923620998859406,0.06315106898546219,0.06315106898546219
188,0.012090753763914108,0.012047692202031612,0.007101934868842363,0.06081579625606537,0.06081579625606537
189,0.010173643007874489,0.012911990284919739,0.007027842570096254,0.06279757618904114,0.06279757618904114
190,0.011195636354386806,0.012675534933805466,0.007079563569277525,0.061727408319711685,0.061727408319711685
191,0.011366396211087704,0.01125336904078722,0.0070618558675050735,0.060232385993003845,0.060232385993003845
192,0.010574424639344215,0.011044846847653389,0.00705701345577836,0.058705464005470276,0.058705464005470276
193,0.010679507628083229,0.01161567959934473,0.007146274670958519,0.0573931559920311,0.0573931559920311
194,0.010555901564657688,0.011064869351685047,0.006950707174837589,0.05653649941086769,0.05653649941086769
195,0.010553664527833462,0.010751782916486263,0.007033308036625385,0.056577131152153015,0.056577131152153015
196,0.009928815998136997,0.011566773056983948,0.0069868904538452625,0.05539815127849579,0.05539815127849579
197,0.010266206227242947,0.011043999344110489,0.0069351173005998135,0.05510282889008522,0.05510282889008522
198,0.010335319675505161,0.010386500507593155,0.006947194691747427,0.054315585643053055,0.054315585643053055
199,0.01027714554220438,0.010654198005795479,0.006861004512757063,0.05403327941894531,0.05403327941894531
200,0.01001048181205988,0.010808456689119339,0.006848207674920559,0.052943870425224304,0.052943870425224304
201,0.009705327451229095,0.010246376506984234,0.006871676538139582,0.05206549912691116,0.05206549912691116
202,0.009594726376235485,0.010223433375358582,0.006925668101757765,0.052134495228528976,0.052134495228528976
203,0.009885023348033428,0.010548046790063381,0.006712494418025017,0.05174337327480316,0.05174337327480316
204,0.009499896317720413,0.010305941104888916,0.0068330238573253155,0.050840649753808975,0.050840649753808975
205,0.009598926641047001,0.010288176126778126,0.006880719214677811,0.04949669539928436,0.04949669539928436
206,0.009845826774835587,0.010153262875974178,0.006833200808614492,0.04974827170372009,0.04974827170372009
207,0.009494750760495663,0.01026324462145567,0.0068749114871025085,0.04796430841088295,0.04796430841088295
208,0.00978617463260889,0.010014831088483334,0.006763922516256571,0.04867014288902283,0.04867014288902283
209,0.010220320895314217,0.010011392645537853,0.0066552008502185345,0.04802273213863373,0.04802273213863373
210,0.010311996564269066,0.010418441146612167,0.0065460968762636185,0.04812188446521759,0.04812188446521759
211,0.010854131542146206,0.01058249268680811,0.00668857479467988,0.0474742129445076,0.0474742129445076
212,0.010913209989666939,0.010709177702665329,0.006752228830009699,0.048559799790382385,0.048559799790382385
213,0.010057270526885986,0.010627602227032185,0.006642563734203577,0.04779921844601631,0.04779921844601631
214,0.009302644990384579,0.010722797363996506,0.006596593651920557,0.04679126292467117,0.04679126292467117
215,0.009362008422613144,0.010635800659656525,0.00663019809871912,0.04696451127529144,0.04696451127529144
216,0.010163021273911,0.010503031313419342,0.006506030913442373,0.0457957424223423,0.0457957424223423
217,0.009891122579574585,0.009978373534977436,0.006539884023368359,0.044929388910532,0.044929388910532
218,0.009362326003611088,0.010521123185753822,0.006611583288758993,0.04501898214221001,0.04501898214221001
219,0.00923583097755909,0.010637030005455017,0.006507327780127525,0.04470263794064522,0.04470263794064522
220,0.0098061328753829,0.010151205584406853,0.006527098827064037,0.04398145154118538,0.04398145154118538
221,0.009756166487932205,0.009959479793906212,0.006606288254261017,0.044174373149871826,0.044174373149871826
222,0.009293113835155964,0.010045347735285759,0.006489737890660763,0.04317720606923103,0.04317720606923103
223,0.009089295752346516,0.00973182450979948,0.006527486257255077,0.043016087263822556,0.043016087263822556
224,0.008976515382528305,0.010058069601655006,0.00636510131880641,0.04170309007167816,0.04170309007167816
225,0.009022772312164307,0.00965309888124466,0.006568217650055885,0.04136562719941139,0.04136562719941139
226,0.00932769849896431,0.00985870510339737,0.006310167256742716,0.041942764073610306,0.041942764073610306
227,0.009365374222397804,0.009957985021173954,0.006437898613512516,0.040530283004045486,0.040530283004045486
228,0.009114708751440048,0.009639871306717396,0.006288858130574226,0.04104213789105415,0.04104213789105415
229,0.008872644044458866,0.009779641404747963,0.006348360329866409,0.04081612825393677,0.04081612825393677
230,0.008929465897381306,0.009707044810056686,0.006440423429012299,0.03998599946498871,0.03998599946498871
231,0.009367864578962326,0.009594733826816082,0.0063579329289495945,0.04038435220718384,0.04038435220718384
232,0.00950672384351492,0.009665644727647305,0.0064683761447668076,0.03896956518292427,0.03896956518292427
233,0.009408739395439625,0.009769581258296967,0.006205973215401173,0.038986533880233765,0.038986533880233765
234,0.00895161833614111,0.010080716572701931,0.006341258995234966,0.03881450369954109,0.03881450369954109
235,0.008720270358026028,0.009766442701220512,0.0062774294055998325,0.0384519025683403,0.0384519025683403
236,0.0084801334887743,0.009591939859092236,0.006331419572234154,0.038045208901166916,0.038045208901166916
237,0.0089486762881279,0.009678827598690987,0.006214218679815531,0.03773205727338791,0.03773205727338791
238,0.008886163122951984,0.009143199771642685,0.006182645447552204,0.03743957728147507,0.03743957728147507
239,0.008833842352032661,0.009404554963111877,0.006216526497155428,0.037199776619672775,0.037199776619672775
240,0.008764127269387245,0.009165332652628422,0.0062271179631352425,0.03725152462720871,0.03725152462720871
241,0.008673583157360554,0.009372947737574577,0.006161345634609461,0.0363832488656044,0.0363832488656044
242,0.008646970614790916,0.009447664022445679,0.0061439331620931625,0.03636899217963219,0.03636899217963219
243,0.009018933400511742,0.009632404893636703,0.006205317098647356,0.03641665726900101,0.03641665726900101
244,0.009314347989857197,0.009548068046569824,0.0061108991503715515,0.03559451922774315,0.03559451922774315
245,0.009922533296048641,0.009624623693525791,0.00618855282664299,0.036387111991643906,0.036387111991643906
246,0.010206337086856365,0.009349132888019085,0.006168626714497805,0.036370061337947845,0.036370061337947845
247,0.009922954253852367,0.009246564470231533,0.006311742588877678,0.03489718958735466,0.03489718958735466
248,0.008706740103662014,0.00905184168368578,0.006271403282880783,0.03454785794019699,0.03454785794019699
249,0.008925196714699268,0.00909826997667551,0.0061029186472296715,0.03461650758981705,0.03461650758981705
250,0.009161609224975109,0.009330151602625847,0.00608984287828207,0.03407860919833183,0.03407860919833183
251,0.009233071468770504,0.009013956412672997,0.006078146398067474,0.03426988050341606,0.03426988050341606
252,0.00883831549435854,0.008943295106291771,0.005994192324578762,0.03374011814594269,0.03374011814594269
253,0.008636978454887867,0.008746965788304806,0.006245891097933054,0.0336274728178978,0.0336274728178978
254,0.009097752161324024,0.008808943443000317,0.006192166358232498,0.0329904779791832,0.0329904779791832
255,0.009157166816294193,0.008799594826996326,0.006032111123204231,0.0323520265519619,0.0323520265519619
256,0.00855933129787445,0.009203397668898106,0.00607842905446887,0.03335975483059883,0.03335975483059883
257,0.008525464683771133,0.009464054368436337,0.006088027730584145,0.03268438205122948,0.03268438205122948
258,0.008184513077139854,0.009775553829967976,0.006092250347137451,0.033464983105659485,0.033464983105659485
259,0.00860331580042839,0.01067330501973629,0.006011772435158491,0.03292251378297806,0.03292251378297806
260,0.008705026470124722,0.011353995651006699,0.006125906016677618,0.03285298869013786,0.03285298869013786
261,0.00847022607922554,0.01064339466392994,0.005993593484163284,0.033162303268909454,0.033162303268909454
262,0.008208825252950191,0.009010329842567444,0.005897293332964182,0.03280467167496681,0.03280467167496681
263,0.008277587592601776,0.00930539146065712,0.0059275380335748196,0.032647937536239624,0.032647937536239624
264,0.009262916631996632,0.009787001647055149,0.006054026540368795,0.03171110525727272,0.03171110525727272
265,0.00938703864812851,0.009089355356991291,0.005894496105611324,0.03243624046444893,0.03243624046444893
266,0.009981738403439522,0.008978565223515034,0.005910305771976709,0.03084837645292282,0.03084837645292282
267,0.008631552569568157,0.009572251699864864,0.006091645453125238,0.03104346990585327,0.03104346990585327
268,0.008167359977960587,0.008859436959028244,0.006091921124607325,0.030494431033730507,0.030494431033730507
269,0.00852986704558134,0.008636358194053173,0.005975994281470776,0.030319973826408386,0.030319973826408386
270,0.008810840547084808,0.008770886808633804,0.005775527097284794,0.02991858869791031,0.02991858869791031
271,0.008255485445261002,0.00939632672816515,0.00585916405543685,0.030186111107468605,0.030186111107468605
272,0.008022453635931015,0.008849166333675385,0.005861288867890835,0.02995770238339901,0.02995770238339901
273,0.008575336076319218,0.008517563343048096,0.005974910221993923,0.030655929818749428,0.030655929818749428
274,0.008987637236714363,0.008824015967547894,0.005833010654896498,0.029530750587582588,0.029530750587582588
275,0.007897780276834965,0.009244772605597973,0.0059065017849206924,0.029904892668128014,0.029904892668128014
276,0.008259369060397148,0.008939003571867943,0.005807635374367237,0.030345655977725983,0.030345655977725983
277,0.00838937796652317,0.00839174259454012,0.005784372333437204,0.029238760471343994,0.029238760471343994
278,0.008457292802631855,0.008835089392960072,0.005706236232072115,0.028843054547905922,0.028843054547905922
279,0.00821236614137888,0.009182043373584747,0.0057015069760382175,0.028330685570836067,0.028330685570836067
280,0.007904336787760258,0.008676526136696339,0.005849746521562338,0.028599759563803673,0.028599759563803673
281,0.008179698139429092,0.008225709199905396,0.005772191099822521,0.02840084210038185,0.02840084210038185
282,0.008698317222297192,0.008371205069124699,0.005798958241939545,0.027819715440273285,0.027819715440273285
283,0.007651548366993666,0.00861553754657507,0.005837255623191595,0.028297297656536102,0.028297297656536102
284,0.00851253978908062,0.008352833800017834,0.005796352867037058,0.02829422987997532,0.02829422987997532
285,0.00862930715084076,0.008252575062215328,0.005638876464217901,0.027903815731406212,0.027903815731406212
286,0.008105120621621609,0.008398741483688354,0.005840005818754435,0.02903095819056034,0.02903095819056034
287,0.008790947496891022,0.008581639267504215,0.005847963970154524,0.02902255579829216,0.02902255579829216
288,0.008924728259444237,0.008847938850522041,0.005862940568476915,0.027509108185768127,0.027509108185768127
289,0.00980372354388237,0.008676663972437382,0.00573471887037158,0.028565341606736183,0.028565341606736183
290,0.010432815179228783,0.008854244835674763,0.005799603182822466,0.027188055217266083,0.027188055217266083
291,0.010035216808319092,0.008994306437671185,0.00566669600084424,0.02844497561454773,0.02844497561454773
292,0.01007996965199709,0.008921695873141289,0.005658128764480352,0.027246883139014244,0.027246883139014244
293,0.008505999110639095,0.008361393585801125,0.005714864004403353,0.027047457173466682,0.027047457173466682
294,0.00917641632258892,0.007841872051358223,0.005621254909783602,0.02708352915942669,0.02708352915942669
295,0.009462673217058182,0.008164232596755028,0.005664091091603041,0.02657654508948326,0.02657654508948326
